id	text	class_label	predicted_class_label
989	USERIDX USERIDX USERIDX تسلميلي هوبه رب حبيبتي ❤😘	NOT_OFF	NOT_OFF
990	🌴 كافي غني فتاح رزاق 🌴🌴 كافي غني فتاح رزاق 🌴🌴 كافي غني فتاح رزاق 🌴🌴 كافي غني فتاح رزاق 🌴🌴 كافي غني فتاح رزاق 🌴🌴 كافي غني فتاح رزاق 🌴	NOT_OFF	NOT_OFF
991	جمالك و جمال ابتسامتك 💘💘💘 — خلقت ربنا ولله الحمد😌 URL	NOT_OFF	NOT_OFF
992	هيك الشغل بلاش 😜😜 USERIDX ايش رياك قاعود 🤣😂 USERIDX URL	NOT_OFF	NOT_OFF
993	USERIDX و عشانك سودان سودان ⁦🇸🇩⁩ اعتصام القياده العامه <NUM> <NUM> URL	NOT_OFF	NOT_OFF
994	انتي انتي احبابي	NOT_OFF	NOT_OFF
995	USERIDX قرب استاذ قربي هانم 😂😂 URL	NOT_OFF	NOT_OFF
996	USERIDX USERIDX الف مبرووووك ميرو رب دايما 😍	NOT_OFF	NOT_OFF
997	ساااتر الرعب 😂😂😂😂😂😂😂 اهم شي صوت الضرب والشعر مسحوب 😂😂😂😂😂😂 URL	NOT_OFF	NOT_OFF
998	USERIDX USERIDX USERIDX غردي بحسابك اذا كان اعلي <NUM> متابعين لانه بينحسب تصويت لبانقتان البيلبيورد اذا ماعندك <NUM> قولي للارمي يتابعونك الي انك تسوي رتويت انك تنسخ هالتغريده I just voted for BTS for BBMAsTopSocial	NOT_OFF	OFF
999	البنات اذا حبت وحده تقول اخبارك حيواانه ☺مااحلاكي تجنني كلبه☺فقدتك حماره ☺واذا تصايحت معها تقول اسمعي حبيبتي😡احترمي نفسك عمري😡شوفي تصرفاتك بالاول قلبي😡 انفصااام بالشخصيه و البرمجه غلط 😅😃😂😂😂	OFF	OFF
1000	USERIDX USERIDX انجبوا كلاب كفره افتهموا القضيه وتعالوا انبحوا	OFF	OFF
1001	هانت لانا هانت لانا هانت لانا هانت لانا هانت هانت خلاص هانت هانت هانت لانا هانت لانا هانت لانا هانت لانا هانت هانت خلاص هانت هانت هانت لانا هانت لانا هانت لانا هانت لانا هانت هانت خلاص هانت هانت	NOT_OFF	NOT_OFF
1002	USERIDX الدواسر القب الاصايلليت منكم واحد ن دي ره🌹	NOT_OFF	NOT_OFF
1003	USERIDX فيلانويفا محبوب ساكن قلوب الجمهور 🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛 URL	NOT_OFF	NOT_OFF
1004	USERIDX يحضرني الموقف ابيات شعر خالده حلولي حلولي وده ايه ده اللي بيحصلي مابملا ف عقلي بكبر بكبر سنتي وملي حلولي حلولي	NOT_OFF	NOT_OFF
1005	USERIDX اشتقنا صوت الوطن غيم المطر نبض عمان وقلبها ❤️اللهم امطر بفيض الصحه والعافيه اخدود <NUM>	NOT_OFF	NOT_OFF
1006	USERIDX اصحاب اغراب خلاص كتبنا الكتاب شوفوا حبيبه قلبي URL	NOT_OFF	NOT_OFF
1007	USERIDX اذاكر انام البعملوا ده مش هينفع والله	NOT_OFF	NOT_OFF
1008	USERIDX صبري رب😂معمريش جبت فل ماركدايما علاماتي مخسوفه🤷🏻‍♀️😂	NOT_OFF	NOT_OFF
1009	USERIDX عمممري نيفو والله محد يستاهل ابد اني اتضايق عشانه ويكفي وجودك قلبي يغنيني عنهم كلهم 😔♥️	NOT_OFF	NOT_OFF
1010	USERIDX ضحكه العمر الحزين حنينه ❤️	NOT_OFF	NOT_OFF
1011	USERIDX الله نصر كبيرالف مبروك الفوز للعالميين النصر الزوراء 💙💛	NOT_OFF	NOT_OFF
1012	USERIDX ابن الزانيه ابن كوم المتناكين	OFF	OFF
1013	USERIDX USERIDX انت تركز ف الكوره وتبطل الهباب اللي حاطط دماغك كله دا تعتزل متخلف غبي حيوان اطرش	OFF	OFF
1014	USERIDX اللهم اني اسالك فارج الهم ويا كاشف الغم مجيب دعوه المضطرين رحمن الدنيا رحيم الاخره ارحمني برحمتك 🌸🍃	NOT_OFF	NOT_OFF
1015	قريبا ستمطراذا استمر التصافيوزالت الاحقاد وعاشت قلوبنا بعطاء وجود صباح الخير للجميعصباح الخير امي الحنونصباح الخير وطنيصباح الخير زهور URL	NOT_OFF	NOT_OFF
1016	برهان اما تحاكم الكيزان ديل اما تسقط تالت و ياريت تلغي الدعم السريع نريد جيش واحد السودان	OFF	NOT_OFF
1017	USERIDX حليلكم طواقي جالسين تردون علي 😂 وش اقول انا احتجاجي <NUM> ضد النمر	NOT_OFF	NOT_OFF
1018	USERIDX وانتي طيبه بسمه رب 🌹🌹🌹🌹🌹ميحرمنيش ذوءك ابدا	NOT_OFF	NOT_OFF
1019	USERIDX USERIDX معلش توتو مهزء زعلت البت بتاعت الكومنت والبت بتاعت الاسك اعملك اي علشان تتهد مش فاهم 😂😂	OFF	OFF
1020	USERIDX اعشق ترابك فلسطين قدس مناره الشراءع طفله جميله محروقه الاصابع حزينه عيناك مدينه البتول واحه ظليله	NOT_OFF	NOT_OFF
1021	النهايي الهلال النجم الساحلي ههههههه النجم الساحلي النجم الساحلي URL	NOT_OFF	NOT_OFF
1022	USERIDX USERIDX وش تلوم الحرمه شبيه اخته انا اسمي فلانه مستخنث تفووووو حرمه فاره نجسه سنفور ام روح	OFF	OFF
1023	USERIDX خليل غبي 😂😂😂عرفتك 😂❤❤	OFF	OFF
1024	انا بحب نفسي جدا وعارفه ان انا متعوضش ف حياه حد عارفه ان دماغي وصوتي وطريقه كلامي وحنيتي وقسوتي مميزين ف دا مش غرور اقتناع ان انا مش قليله ف حياه حد واسمي ميتحطش وسط اسامي كتير انا اكون حاجه اكون حاجه ✋🏻💜	NOT_OFF	NOT_OFF
1025	مطيب جروحي اغلي روحي	NOT_OFF	NOT_OFF
1026	USERIDX سلام سلام عومري ابو مولد	NOT_OFF	NOT_OFF
1027	دلءتي انا قاعده واحده عندها <NUM> سنه متخانقه صاحبها وعماله شويه توريني مسچاته وتقولي ارد اقول ايه ارد اقول ايهما يارب تخدني تاخد الاندرايدچ دول 😂🤦‍♀️	NOT_OFF	NOT_OFF
1028	<NUM> <NUM> طلاب كليتي طريقهم للكليه رايح جاي وسوا <NUM> او <NUM> ساعات اليوميعني نذاكر ننام نبات الكليه بقي	NOT_OFF	NOT_OFF
1029	الله عليم قدير تاخذنا فعل الظلمه الناس والسفهاء يشكر نعمه رحمهيا الله ارضك بقيه وفي الناس بقيه امنوا وبانبياءك وبرسلك وبكتبك ويءمنون باليوم الاخر وبجنتك وبنارك ربنا ارحمنا ونجنا وادخلنا ولايتك ورحمتك ينفع الا رحمتك رحيم URL	NOT_OFF	NOT_OFF
1030	راحه المنهك حلو الاحلام ايادي العطف عمق الحنينيا جامع نداءات الحب والكلام مرجع اللطف علي مر السنين	NOT_OFF	NOT_OFF
1031	USERIDX حصه هيفاء منيره lt lt هالطقه واللي يرقص عليها	NOT_OFF	NOT_OFF
1032	قال هارون لموسي عليهما السلام ﴿ ابن ام تاخذ بلحيتي براسي ﴾ يقل ابن ابي اخي شقيقي قال ﴿يا ابن ام﴾الام رحمه وشفقه حتي ذكر اسمها	NOT_OFF	NOT_OFF
1033	USERIDX صديقي اخي انا تعرف اننا نستطيع ان نفعل شيءا لانفسنا ينبغي ان ناخذ الاخرين بالوهم احد يمكنه فعل ش	NOT_OFF	NOT_OFF
1034	مقصدي بكل الحكي ملهمي ب اجمل شعور احبك	NOT_OFF	NOT_OFF
1035	فيلم ورقه شفره الافلام المحببه لقلبي 😂😂😂 بره شواذ ولاد الكلب 😂😂😂	OFF	OFF
1036	نور عيني و بهجه فءادي	NOT_OFF	NOT_OFF
1037	USERIDX USERIDX حيوان متخلف قال للزمالك هقول جول طالما ل حسنيه اغادير هقول شك و التصوير مش واضح دي تسميه ايه قذر حثاله	OFF	OFF
1038	USERIDX امين رب تسلمي مروه علي الدعاء الجميل ده	NOT_OFF	NOT_OFF
1039	عذب الصفات الحياااه❤️	NOT_OFF	NOT_OFF
1040	USERIDX سلام شيخ عبيد تشوف الاصلاح اللي انا شايفه URL	NOT_OFF	OFF
1041	اللهم انر قبر امي بنور الجنه واجعلها راضيه مرضيه ضاحكه مستبشره نعيم وترف حي قيوم ارحم الراحمين	NOT_OFF	NOT_OFF
1042	رب هيجيلي سكته قلبيه رب رب	NOT_OFF	NOT_OFF
1043	ليو ليو ليو 💙❤	NOT_OFF	NOT_OFF
1044	اسال الله العظيم رب العرش العظيم ان يرزقه الصحه والعافيه يارب امين يارب عزيز جبار رحمن الله يارب ان محمد بن ناصر طامع رحمتك ف انت ارحم الراحمين الله يارب هون وخفف عنه واشفيه الله يارب امين URL	NOT_OFF	NOT_OFF
1045	USERIDX صدق المثل مامنه بالرجال مامنه المي بالغربال	NOT_OFF	NOT_OFF
1046	USERIDX راجعين هوي راجعين زهره المساكينراجعين هوي علي دار الهوي علي نار الهوي راجعين 🖤✨ فيروز مهرجان افاق المسرحي	NOT_OFF	NOT_OFF
1047	ايه الجمال والهنا اللي انا ده بحبها ناااااس ربنا يحرمني منك اينو رب مش عارفه اقولك ايه بجد ❤💙💙😘😘😘 USERIDX URL	NOT_OFF	NOT_OFF
1048	USERIDX USERIDX والله منور بيك سوووو قمر انت ❤😘 ابتدي يومك <NUM>	NOT_OFF	NOT_OFF
1049	USERIDX وانت للحين مو صدق ان الي وصل هالاعضاء مزدوج مزور الطبيعي راضين اداءهم الكلام السنع الحكومه وهي عارفتهم شحص شحص	OFF	NOT_OFF
1050	ربي وانت ربي رب رب 🙏🏻🙏🏻	NOT_OFF	NOT_OFF
1051	اه اليغري جبان راح تتعبنا انت واياكس يوفينتوس URL	OFF	OFF
1052	USERIDX USERIDX عذراء ام الاله طاهره نقييه صلي الي لابنك الاله وحنينيه علينا امينننن	NOT_OFF	NOT_OFF
1053	USERIDX عيب عليكي شيماء متعصبه لعبه الحكام دي انتم اساتذه	OFF	OFF
1054	اهي ارقي دواءي تنقال لنفس الشخ ص شلون	NOT_OFF	NOT_OFF
1055	حلوه بيضه ام الدلع مال فرقتك خابت يكونش الحظ اتمنع للخلف درر زمالك	OFF	OFF
1056	USERIDX حنين ع الوسط استك😂😂	NOT_OFF	NOT_OFF
1057	USERIDX USERIDX سلام سلام صح لسانك سعود مدرسه ونتعلم	NOT_OFF	NOT_OFF
1058	ابي واذا قلتها فكانني انادي وادعو بلادي و ركني ♥️	NOT_OFF	NOT_OFF
1059	الكليه عرفت اني هطلع السكن علي السلام اريح اعصابي يومين قررت اننا نروح لاخر الاسبوع وعندنا امتحانات طول الاسبوع ومش كدا عندك شفوي الاسبوع الجاي هناء باءسه علشان تبقي تقرري ترتاحي يومين انا كان مالي ومال لغات مش كان زماني متجوزه وبغسل الهدوم ف بحر بلدي العظيم	NOT_OFF	NOT_OFF
1060	USERIDX انا احبك و مدري الي وينو اشوفك فاتنه فريدهولو اسجل الشعر و الدواوينما اري الاك اجمل قصييده ❤️URL	NOT_OFF	NOT_OFF
1061	USERIDX بيلعب توتنهام الستي والاقرب توتنهام وبيفوز وبيلعب النهاءي قدام الليفر الاقرب واحتمال كبير يفوز بالبطوله الخامسه اياكس	NOT_OFF	NOT_OFF
1062	USERIDX قووووووووووووووووووول الهدف باسم فيلانويفا حبيبي انيق راءع	NOT_OFF	NOT_OFF
1063	شور مهدي شهم اداء علي الخاقاني الناصري كلمات كرار البدي URL عبر USERIDX	NOT_OFF	NOT_OFF
1064	USERIDX الصداره عرش زعيم و اجلس ملك 💙ونقول👇🏻😍🔥 صداره	NOT_OFF	OFF
1065	USERIDX USERIDX يلا خاين ابن الكلب هربان جبان اتفو علي شكلك انا مش عارفه انت قادر علي النفاق ده ازاي مهم تعمل انت	OFF	OFF
1066	حبي الاول غايتي مشتاق هقيتك منت قلبي واثرك داخل اعماقي ❤️❤️❤️	NOT_OFF	NOT_OFF
1067	اكرم سال و اجود اعطي الوجه الاكرم و الاسم الاعظم و العطيه الجزلي ترد دعوه بزوغ يوم جديد ❤️	NOT_OFF	NOT_OFF
1068	عالم الاسرار قابل الاعزار🙏🏻🙏🏻🖐 BoyWithLuv	NOT_OFF	NOT_OFF
1069	USERIDX فرحه امك بيك اهبل	OFF	OFF
1070	انت تجي النوم يجي انت تجي افضل	NOT_OFF	NOT_OFF
1071	USERIDX عمرري الاتحاد 😭💛بيرجوفيتش💛💛💛💛💛😍😍😍الحمدللهياخي الاتحاد سعادهشكرا للاعبين شكرا سييرايارب تكمل💛💛😍 الاتحا	NOT_OFF	NOT_OFF
1072	انت ماتطلب انت تامر وفيك روحي تلبيني احبك كبر حظي احبك بخت طاب 🤦🏻‍♀️❤️	NOT_OFF	NOT_OFF
1073	مش مسامحك صاحبي او اللي كنت فاكرك صاحبي🙂	NOT_OFF	NOT_OFF
1074	USERIDX صلاه النبي صلاه النبي	NOT_OFF	NOT_OFF
1075	حلا سعود شاهي مخدرفي جال شعبن تو سال سيلهشوفته تجلي منهو مكدروينساح بال الي حموله ثقيله URL	NOT_OFF	NOT_OFF
1076	اوفرررر لطافهههه تكفوون جيننن زق زق زق ذولي يجتمعون وهي مدري وينها يعنني مختفيه كلبه URL	OFF	OFF
1077	USERIDX رب والله صديقي ❤️	NOT_OFF	NOT_OFF
1078	رب يموتو رب يموتو رب يموتو رب يموتو رب URL	NOT_OFF	NOT_OFF
1079	USERIDX ⚖۞═۩═ <NUM> ═۩═۞⚖ الله م اني اسالك بان الحمد اله الا انت المنان بديع السموات والارض الجلال والاكرام حي	NOT_OFF	NOT_OFF
1080	مسهل الحال رب 🙏	NOT_OFF	NOT_OFF
1081	ساعه استجابه اللهم انظر اليه نظره رضا فان تنظر اليه نظره رضا تعذبه ابدا اللهم اسكنه فسيح الجنان واغفر رحمن وارحم رحيم وتجاوز تعلم عليم اللهم اعفو عنه فانك القاءل ويعفو كثير اللهم انه جاء ببابك واناخ بجنابك فجد بعفوك واكرامك وجود احسانك متعب 💔	NOT_OFF	NOT_OFF
1082	USERIDX مش هقعد اعيط فالكورنر مستني العاصفه زي مره و تيجي تغير اتجاهه المرادي هكمل زي انا ماشي	NOT_OFF	NOT_OFF
1083	حاضرا بغاءب موجودا الشداءد خفي اللطف لطيف الصنع حليما يعجل اقض حاجتي برحمتك 💙	NOT_OFF	NOT_OFF
1084	USERIDX شايفه سعديه قولي مبروك لشعب السودان خلعوا البشيرهاهاهاهاهاهاهابتضحك علي ايه سمير بلدينا اصلي افتكرت موضوع ده	NOT_OFF	NOT_OFF
1085	USERIDX ياتاريخي اعجازي استثناءي وش سويت بعقلي ⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩😭😭😭😭	NOT_OFF	NOT_OFF
1086	يدوم سوا صلاتك وطاعتك لله وسمعتك وطيبتك وذكرك بالخير الحياه تاخذ معك شي للاخره النهايه قبرك منور مظلم اتقو بانفسكم اسقاط القروض لليوم <NUM> URL	NOT_OFF	NOT_OFF
1087	ابلع كاسياس كلب <NUM> <NUM> ليفربوووول	OFF	OFF
1088	USERIDX و تيجي يقولولك عروسه الاخر خساره تعبك ميشا 😂😂😂	NOT_OFF	NOT_OFF
1089	Happy Birthday lt <NUM> سنه و انت طيب شيفووو حبي عقبال <NUM> سنه صحه وسعاده وسلام URL	NOT_OFF	NOT_OFF
1090	وحشتينا غاليه بنت الغاليين URL	NOT_OFF	NOT_OFF
1091	USERIDX دلعوا دلعوا والله ربي يسعد قلبك بطه ❤❤ URL	NOT_OFF	NOT_OFF
1092	USERIDX اخرص اعرابي وقح فلن تعدو قدرك سافل	OFF	OFF
1093	USERIDX حسين تاج راسك كلب امت وامثالك مرتزقه الاعلام مخرف شوف عمرك حسين ارجل منك انت و طواقي والخدم	OFF	OFF
1094	اللهم اني اشكو اليك ضعف قوتي و قله حيلتي وهواني علي الناس ارحم الراحمين ارحم الراحمين ارحم الراحمين انت رب المستضعفين ورب ي الي تكلني الي بعيد يتجهمني ام الي عدو ملكته امري ان يكن غضب علي ابالي و عافيتك اوسع اعوذ بنور وجهك	NOT_OFF	NOT_OFF
1095	USERIDX USERIDX قولوا امين يارب عزيز رحمن رحيم عظيم خالق السموات و الارض ان يرفع كاس دوري محمد بن سلمان الموسم و كاس سمو خادم الحرمين الشاااامخ ابن السويلم 💛💙💛💙💛💙💛	NOT_OFF	NOT_OFF
1096	USERIDX حقيقي عمرو واكد العظيم شيء ورجل زمن قل الرجال فعلا ده ابن مصر الاصيله ربنا يكتر امثالك زمن المنافقين والجبناء والمطبلاتيه وخليك حالك واه بلد اه خساره مصر صاحبه التاريخ والحضاره URL	NOT_OFF	OFF
1097	الله يوفقك خرا برازيلي تبن	OFF	OFF
1098	USERIDX لبيه فتي الدواسر 😘	NOT_OFF	NOT_OFF
1099	USERIDX مال الصيب يالله ماليطال المطال شينه تعاليطال المطال وخطرتي عالبالما يبلي هالزول عالشدق العالي 😂	NOT_OFF	NOT_OFF
1100	USERIDX USERIDX اضرب مصري المضمون عميق👍	NOT_OFF	NOT_OFF
1101	USERIDX USERIDX انتفاهم بينا اطلع نيجيريا خدمي 👹👹👹و صبااااااحك ❤️	OFF	NOT_OFF
1102	USERIDX صباح الورد ابو دعيج 😍🌹	NOT_OFF	NOT_OFF
1103	USERIDX سلاااام روان كان نفسي اخد معاك سلفي 💚💚👌🏾👌🏾	NOT_OFF	NOT_OFF
1104	USERIDX باذن الله تعالي قريبا قريبا جدا يجمعنا الله بدعوتنا وان كانت مشارق الارض لقد حققها ربي حقا وسيجمعنا قريبا جدا بوقته وندرك وقتها انه افضل وقت اللهم الحمد ولك الشكر عظيم كريم جواد حي قيوم الجلال والاكرام	NOT_OFF	NOT_OFF
1105	USERIDX بص ابو حميد ابن العمده اجدع اهلاوي ملخص القصه ان احنا حياتنا مش كلها حلال حاجات مصنفه ضمن الحرمانيات احنا بشر وبنغلط وبنستغفر الاصل اننا منحاولش نحلل الحرام اللي فيديو وجهه نظر دينيه فهو حرام	NOT_OFF	NOT_OFF
1106	USERIDX عيونها و الليل حبر و قصيد و شمعو اجمل معاني الشوق حرف كتبه الدمع اهل الهوي القصايد بيت و المع	NOT_OFF	NOT_OFF
1107	USERIDX 🌹❤️ مبروك دوحه حبيبي اخيرا فرحت 😘	NOT_OFF	NOT_OFF
1108	كس امكم عيال الحرام ابناء الزانيه الشرموطه اللي تحت نعالي انيككم فرد فرد ابناء المعرسه تري امكم منيوكه ابوكم ناكها ابناء العهر كس امكم حليب	OFF	OFF
1109	USERIDX اسامه اللوغاني اللهم باسط اليدين بالعطايا قريب مجيب دعوه الداع اذا دعاه حنان منان ارحم الراحمين	NOT_OFF	NOT_OFF
1110	USERIDX هنيدي عمرو يااديب الاهلي ف الصدااااااره خبوا الحصاله اددددددااا 😂😂 USERIDX USERIDX للخلف درر زمالك	OFF	NOT_OFF
1111	USERIDX هيو سيوه قرده حليوه😂😂😂😂😂😂😂😂	OFF	NOT_OFF
1112	سمحتي انسه انسه ممكن تحطي ايديكي علي حواجبك عشان الولاد خايفين وعاوزين يعدوا جمبك 😂	OFF	NOT_OFF
1113	USERIDX صل الله موﻻي رسول الله ص صل الله موﻻي ابا عبد الله ع رحمه الله الواسعه ويا باب نجاه اﻻمه	NOT_OFF	NOT_OFF
1114	ربما الارض حب نتخيل انا سنحظي يوم تقف تابع الرقص ايها الحب ايها الشعر حتي كان موتا ادونيس URL	NOT_OFF	NOT_OFF
1115	ذيب جيت اشكيلك الحال ذيبجيتك وان ا ذيب نفسي عليلهمقبل ومرتجي منك ترحيبودي بقربك فوق راس الطوي URL	NOT_OFF	NOT_OFF
1116	اللهم ارادنا واراد بلادنا وامراءنا وعلماءنا ورجال امننا بسوء فاشغله بنفسه واجعل الداءره وافضحه قعر داره قوي عزيز الزلفي	NOT_OFF	NOT_OFF
1117	وين شفناك تاج الجمالوين رمز المحبه و الوصالوين بينت الدنيا الوسيعهلا خبر منك حتي اتصال	NOT_OFF	NOT_OFF
1118	تقريبا كده ف مشكله بلاقي واحده بتعجبني اما بتطلع هبله مرتبطه متجوزه ومعاها عيال حاجه غلط ف الترموستات بتاعي😂😂	NOT_OFF	OFF
1119	USERIDX عتق رقبه العبودييا ال تغلب ال زايد المجد المسمي وقفه تذخر لغير اليوم تبري الحثومه الفزع الفزع الفزع اخوان شمي يثبت ماقف الرجال ابنا العمومه مبارك ابن عبدالله الحقباني الحقبان	NOT_OFF	OFF
1120	USERIDX USERIDX ام راكان مالك الدعاء فان فقده امي وهي كنز كنوز الجنه يوم ابكي علي فقدها و انا عمر صغير الدنيا بدون اب و ام شيء رحمك الله مشتاق 😭😭😭😭😭😭	NOT_OFF	NOT_OFF
1121	رضا صبح السماحه الوجه البشوشمن يصبح وجهك السمح وش عاده يبي ❤️صباح الخير	NOT_OFF	NOT_OFF
1122	هانت مريومه حبيبه قلبي معلش	NOT_OFF	NOT_OFF
1123	USERIDX يلا عسل سكر قمر جاوب معايا السءال دا و انا هدعيلك دعوه حلوه 😂😂😂	NOT_OFF	NOT_OFF
1124	USERIDX جبروتك ريم 😂😂😂😂😂💔انا نرفزتهم ماسكين ف ناو 😂😂😂💔	NOT_OFF	NOT_OFF
1125	USERIDX دموعك غاليه فرجاني سلامات موسيقار URL	NOT_OFF	NOT_OFF
1126	USERIDX قلبي الناس الي قلبي يعني	NOT_OFF	NOT_OFF
1127	افندي محترم ميصحش اللي الاهلي ده	NOT_OFF	NOT_OFF
1128	داءما نستخدم عباره استبدلها وقل رب فالاولي جالبه للغم محبطه للهمم والثانيه مبشره بالاجابه والنعم الحركان ربيع نجران	NOT_OFF	NOT_OFF
1129	USERIDX تكسب الرهان اتش اغلي الغاليين URL	NOT_OFF	NOT_OFF
1130	الحاجه الوحيده اللي بستناها بفارغ الصبر رمضان رامز بجد بجد رمضان عدي اتفرج يبقي رمضان ضاع 💗💗💗 ربنا يديمك رامز اللي مدخل الضحك جوا بيتنا USERIDX 👏🏻👏🏻	NOT_OFF	NOT_OFF
1131	USERIDX USERIDX USERIDX USERIDX كبير انت مخلص جميع البطولات تري كلك علي بعضك <NUM> بطوله	NOT_OFF	OFF
1132	USERIDX مساء الخيرات الكوكب الساري	NOT_OFF	NOT_OFF
1133	ليالي العاشقين ليالي اللي حبوا واللي تاهوا واللي لسي مغرمين🎶	NOT_OFF	NOT_OFF
1134	USERIDX اللهم اتنا الدنيا حسنه و الاخره حسنه و قنا عذاب النار وادخلنا الجنه الابرار عزير غفار صدقه جاريه 🌿	NOT_OFF	NOT_OFF
1135	انتوا الاولين و الاخرين و انتوا البدايات و النهايات الحب اهل الود و الحنين مدللين	NOT_OFF	NOT_OFF
1136	انا دلوعه الحر مو طبيعي😭	NOT_OFF	NOT_OFF
1137	USERIDX صباحك ومطرحك الاجازه اهلا اهلا بالترند وماكنا ومطرحنا بقااا 💃🏻💃🏻💃🏻💃🏻💃🏻 URL	NOT_OFF	NOT_OFF
1138	اويحي طحان رخيس مكاين والو خاوتيتفكرتو برك	OFF	OFF
1139	ودود ودود العرش العظيم يافعال تريد مبداء معيد اسالك بكل اسم سميت نفسك ان تشفي ريناد عيسي شفاء يغادر سقم اللهم رب الناس حنون اشفي ريناد فانها اختي و صديقتي تريني مكروه يارب اشفيها شفاء يغادر سقم	NOT_OFF	NOT_OFF
1140	USERIDX فايف دي تحطها ابن العبيطه بواب شوال الرز شاريك فاكر ال <NUM> بيبو وبشير خمسه كوتوكو	OFF	OFF
1141	زود كمان عبدالفتاح سيسي ميهمكش URL	NOT_OFF	OFF
1142	USERIDX USERIDX الجيتي الجيتي رحتي جيتي دعمتي الشبه رقمج صفر واحد	NOT_OFF	NOT_OFF
1143	USERIDX عاش اسلام جمال لاعيب علق تعيش وتاخد غيرها حيلتها وبطل تتنطط	NOT_OFF	NOT_OFF
1144	السنين ستنقضي و ستفرحين و ستضحكين و تسعدين و تنعمين ستودعين الحزن روح اصبري فالله روحي يحب الصابرين	NOT_OFF	NOT_OFF
1145	متجاهلني جاهل شعورييا مضيع قلبي بينن الوصل والصدد	NOT_OFF	NOT_OFF
1146	ع سان ا ن ب قي ع مري ح باي ب وح بن ا يكبر معانا ♥️	NOT_OFF	NOT_OFF
1147	واااي المءتمر الصحفي السودان واحده كدا قالت يدو المراه <NUM> الحكومه الانتقاليه 💔 ليه <NUM> كدي قولي ال <NUM> دي عيبها شنو كوزه مندسه كمان قالت يخلو الاحزاب تشارك الانتخابات	OFF	NOT_OFF
1148	الحمدلله غياب طويل رجعت لشغفي الاول و الاخير و سجلت هدفين هيدر و دبل كيك خسارتك رضا 😂💔 URL	NOT_OFF	NOT_OFF
1149	USERIDX وانت طيب كاشف حبيبي ❤️❤️ سنه سعيده عالناس كلها احرف واحد المعادي 🙏🙏😎	NOT_OFF	NOT_OFF
1150	USERIDX شاء الله تبارك الله لجمالك اخي تلده امي والدك رحمه الله كان شخصا مثيل وانتم ابناءه وبناته بعده محظوظ وسعيد جدا لفرحتكم الف الف مبرووووووووك 🌹❤️	NOT_OFF	NOT_OFF
1151	USERIDX نظام مغرور البلاد DARFUR URL	NOT_OFF	NOT_OFF
1152	USERIDX USERIDX الله فوده سفاح الاندر ايدج	NOT_OFF	NOT_OFF
1153	نضت النوم رقيلي لقيت خويا الصغير يقولي صح النوم شمسي قمري ملاكي ماعش رقالي 😂😂😂😂	NOT_OFF	NOT_OFF
1154	تكفه خيي دوا الغده <NUM> موجود والي عندنا ينتهي صلاحيته <NUM> ابريل والكل يقول خاطبكم حتي الو صحه عطتنا جواب وانت المسءول الادويه سمحت والله خاطبنا مكان موجوده الجرعه وتري طبيا يصير ناخذ جرعات ونكسرها خييي البدر شوف شنو قصه <NUM> للغده URL	NOT_OFF	NOT_OFF
1155	USERIDX يارب واحد احد صمد حي قيوم اجعله نصيبي	NOT_OFF	NOT_OFF
1156	USERIDX الفتره دي صعبه اوي تخلص ربنا ياخدني بقا	NOT_OFF	NOT_OFF
1157	عيباه حسافاه اليمني بيهان بكل مكان وهذا كله بسبب قيادته الملعونه المرتزقه والمشكله كجنوبين والله والله اننا نحترم ونقدر الشعب الشمال وكل خلافنا سببه قادتهم السرق واعمالهم الجنوب متي يصحي الشعب اليمني ويشوف الاهانات البلدان متي ويبني علاقه حب الجنوبيين URL	NOT_OFF	NOT_OFF
1158	USERIDX اروع كلامك كبتن اشوفك بالجهاز الفني	NOT_OFF	NOT_OFF
1159	راجع تقوللي عايزني دوا سلامات هواعلي عيني ريتده احنا اللي فات دفنينو سوا سلامات هواولا انت نسيتوفر هواك عشان بجد ميلزمنيشكان ليا ودلوقتي مليشابعد بقي وسيبني	NOT_OFF	NOT_OFF
1160	كلي كمالي ومكملي	NOT_OFF	NOT_OFF
1161	USERIDX 💚 اللهم صل وسلم وبارك حبيب الله حبيبي ياسيدي ياشفيعي محمد 💚	NOT_OFF	NOT_OFF
1162	معذبي بالحب قدوه اهداي روح روحي رجاي وعمايه💙💙 URL	NOT_OFF	NOT_OFF
1163	ياعمري الكسندر افضل مهاجم اجنبي هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	NOT_OFF	OFF
1164	نوم نعال رح لرتاااج	NOT_OFF	NOT_OFF
1165	USERIDX عيب الي قاعد يصير حركه النقل الداخلي انت تتعامل معلمين ومعلمات وليس اطفال التطنيش الي يصير لابد ان تحاسبو تعلن تاجل مشكله اذا اوكل الامر الي اهله	NOT_OFF	NOT_OFF
